rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,borough,price_per_sqft,amenity_count,neighborhood_Battery Park City,neighborhood_Central Harlem,neighborhood_Central Park South,neighborhood_Chelsea,neighborhood_Chinatown,neighborhood_East Harlem,neighborhood_East Village,neighborhood_Financial District,neighborhood_Flatiron,neighborhood_Gramercy Park,neighborhood_Greenwich Village,neighborhood_Hamilton Heights,neighborhood_Inwood,neighborhood_Little Italy,neighborhood_Long Island City,neighborhood_Lower East Side,neighborhood_Midtown,neighborhood_Midtown East,neighborhood_Midtown South,neighborhood_Midtown West,neighborhood_Morningside Heights,neighborhood_Nolita,neighborhood_Roosevelt Island,neighborhood_Soho,neighborhood_Stuyvesant Town/PCV,neighborhood_Tribeca,neighborhood_Upper East Side,neighborhood_Upper West Side,neighborhood_Washington Heights,neighborhood_West Harlem,neighborhood_West Village,log_rent,neighborhood_avg_rent,rent_to_neighborhood_ratio,price_per_br,amenity_density_score,age_bucket_historic,age_bucket_mid,age_bucket_new,age_bucket_old,size_category_large,size_category_medium,size_category_small,size_category_tiny
9019,5325,1,1,697,2,36,13,1,0,0,0,0,0,0,0,Manhattan,7.639885222381635,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.580355766373877,5812.968992248062,0.9160551186667609,5325.0,0.14285714285714285,False,True,False,False,False,True,False,False
5275,3500,0,1,525,5,6,105,1,1,1,1,1,0,1,1,Manhattan,6.666666666666667,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8.160803920954665,4328.548780487805,0.8085850887894045,3500.0,0.8571428571428571,True,False,False,False,False,False,True,False
5877,3900,1,1,643,4,10,2,0,0,0,0,0,0,0,0,Manhattan,6.065318818040436,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.268988209506656,4599.637387387387,0.8478929253628004,3900.0,0.0,False,False,True,False,False,False,True,False
1694,3375,2,1,800,6,2,106,0,0,1,0,0,1,0,0,Manhattan,4.21875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.124446855715847,5211.846702317291,0.6475631753519167,1687.5,0.2857142857142857,True,False,False,False,False,True,False,False
7995,6400,2,2,1094,3,8,9,0,0,0,0,0,0,0,0,Manhattan,5.850091407678245,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8.764209507142004,5238.390946502058,1.221749209893089,3200.0,0.0,False,False,True,False,True,False,False,False
11213,12500,2,2,2082,2,2,101,0,0,0,0,0,1,0,0,Manhattan,6.003842459173871,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.433563920090563,7302.756756756757,1.7116823709669062,6250.0,0.14285714285714285,True,False,False,False,True,False,False,False
1115,2199,2,1,900,11,3,106,1,0,0,0,0,0,0,0,Manhattan,2.443333333333334,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.696212639346407,2527.05,0.8701846025998694,1099.5,0.14285714285714285,True,False,False,False,False,True,False,False
1001,10000,2,2,1318,3,15,30,0,0,0,0,0,0,0,0,Manhattan,7.587253414264036,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9.210440366976517,5211.846702317291,1.9187057047464195,5000.0,0.0,False,True,False,False,True,False,False,False
5402,6400,3,2,1100,4,3,13,0,0,0,0,1,1,0,0,Manhattan,5.818181818181818,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.764209507142004,4856.675,1.3177739914653543,2133.3333333333335,0.2857142857142857,False,True,False,False,True,False,False,False
3482,5895,2,2,1250,1,25,112,1,0,0,1,0,0,0,0,Manhattan,4.716,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.682029433869172,4197.8566037735845,1.4042880823277288,2947.5,0.14285714285714285,True,False,False,False,True,False,False,False
6128,2600,0,1,490,3,10,15,1,0,0,0,0,0,0,0,Manhattan,5.3061224489795915,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.8636512654486515,5211.846702317291,0.4988634832340691,2600.0,0.14285714285714285,False,True,False,False,False,False,True,False
3736,4700,1,1,500,2,3,116,0,0,0,0,0,0,0,0,Manhattan,9.4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8.45553053102413,7447.48,0.6310859512210842,4700.0,0.0,True,False,False,False,False,False,True,False
2309,6000,2,2,1428,3,15,88,0,1,0,1,1,1,1,1,Manhattan,4.201680672268908,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.699681400989514,5211.846702317291,1.1512234228478517,3000.0,0.7142857142857143,True,False,False,False,True,False,False,False
1148,4995,2,1,866,2,5,25,0,0,0,1,0,1,0,0,Manhattan,5.767898383371825,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8.516392871245468,5238.390946502058,0.9535370786587468,2497.5,0.14285714285714285,False,True,False,False,False,True,False,False
8320,3388,0,1,825,4,4,47,1,0,0,0,0,0,0,0,Manhattan,4.1066666666666665,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.128290171607052,4197.8566037735845,0.8070785450256736,3388.0,0.14285714285714285,False,False,False,True,False,True,False,False
5736,3483,1,1,735,9,4,87,0,0,0,0,0,0,0,0,Manhattan,4.738775510204082,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.155936337972394,4599.637387387387,0.757233604881701,3483.0,0.0,True,False,False,False,False,True,False,False
1904,2900,2,1,1250,2,2,96,0,0,0,0,0,0,0,0,Manhattan,2.32,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.972810784121404,2791.860465116279,1.0387338608912953,1450.0,0.0,True,False,False,False,True,False,False,False
2376,4600,1,1,890,2,8,10,0,0,1,1,1,1,0,0,Manhattan,5.168539325842697,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.434028950155469,4599.637387387387,1.000078835043303,4600.0,0.42857142857142855,False,False,True,False,False,True,False,False
7224,2700,0,1,542,6,22,28,0,0,0,1,1,1,0,0,Manhattan,4.981549815498155,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.901377353792616,4599.637387387387,0.5870027944819387,2700.0,0.2857142857142857,False,True,False,False,False,False,True,False
6843,5080,1,1,850,2,26,42,1,0,1,0,0,1,1,0,Manhattan,5.976470588235294,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.533263371593732,5211.846702317291,0.9747024980111811,5080.0,0.5714285714285714,False,False,False,True,False,True,False,False
1554,4890,1,1,815,43,7,8,1,0,0,0,1,0,0,0,Manhattan,6.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.495152060539358,5211.846702317291,0.9382470896209991,4890.0,0.2857142857142857,False,False,True,False,False,True,False,False
6566,3800,1,1,750,13,21,9,1,0,0,1,1,0,0,1,Manhattan,5.066666666666666,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8.24301946898925,4070.4466019417478,0.9335584940943004,3800.0,0.42857142857142855,False,False,True,False,False,True,False,False
3068,5200,3,2,2000,5,4,106,0,0,0,0,0,1,0,0,Manhattan,2.6,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.556606193773073,3103.5454545454545,1.6755030903072732,1733.3333333333333,0.14285714285714285,True,False,False,False,True,False,False,False
3515,2800,0,1,450,4,5,43,1,0,0,0,0,0,0,0,Manhattan,6.222222222222222,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.937731775260109,4197.8566037735845,0.6670070620046888,2800.0,0.14285714285714285,False,False,False,True,False,False,True,False
1645,6000,2,2,1200,9,4,105,0,0,1,0,0,0,0,0,Manhattan,5.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8.699681400989514,4070.4466019417478,1.4740397275173163,3000.0,0.14285714285714285,True,False,False,False,True,False,False,False
2704,2100,0,1,400,5,2,101,0,0,0,0,0,0,0,0,Manhattan,5.25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.650168700845001,5211.846702317291,0.4029281979967481,2100.0,0.0,True,False,False,False,False,False,False,True
3187,2300,1,1,500,6,3,96,0,0,0,0,0,0,0,0,Manhattan,4.6,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.741099090035366,2955.625,0.7781772044829773,2300.0,0.0,True,False,False,False,False,False,True,False
5974,6400,2,1,1151,3,7,87,1,0,0,0,0,0,0,0,Manhattan,5.560382276281494,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8.764209507142004,5238.390946502058,1.221749209893089,3200.0,0.14285714285714285,True,False,False,False,True,False,False,False
